title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
Synthetic_Engine_Fast,"The government's stimulus checks temporarily boosted retail sales, but long-term fiscal sustainability is in question.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,2.0,0.0
Synthetic_Engine_Fast,"Export competitiveness improved due to a weaker currency, however imported inflation is eroding real incomes.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Corporate borrowing rates fell to historic lows, but the unemployment rate ticked up unexpectedly.",Programmatic flat layout split optimization.,1.0,0.0,0.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"New home sales surged last month aided by low mortgage rates, yet consumer confidence in the job market weakened.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"The fiscal deficit narrowed as tax revenues improved, but monetary policy remains constrained by persistent inflation.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,1.0,0.0
Synthetic_Engine_Fast,The recent interest rate cut boosted investment but fueled consumer price hikes.,Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,Export growth strengthened the trade balance while import costs eroded margins.,Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,A surge in hiring lowered unemployment yet pushed up wage-driven inflation.,Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,Government infrastructure spending created jobs but widened the fiscal deficit.,Programmatic flat layout split optimization.,0.0,0.0,0.0,2.0,1.0,0.0
Synthetic_Engine_Fast,The central bank's forex intervention stabilized the currency but drained reserves.,Programmatic flat layout split optimization.,1.0,0.0,0.0,0.0,0.0,2.0
Synthetic_Engine_Fast,"Corporate tax cuts stimulated business expansion, though they reduced public revenue.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Lower borrowing costs spurred construction activity, yet housing supply failed to keep pace.",Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Strong retail sales indicated robust consumer demand, but import volumes surged unsustainably.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,0.0,2.0
Synthetic_Engine_Fast,"A bumper harvest lowered food prices, while falling agricultural exports hurt farm incomes.",Programmatic flat layout split optimization.,0.0,1.0,0.0,0.0,0.0,2.0
Synthetic_Engine_Fast,"Productivity gains lifted output per worker, but automation displaced low-skill jobs.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"Strict fiscal consolidation reduced sovereign debt risk, yet public investment stalled.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Inflation targeting anchored expectations, though tight policy suppressed credit growth.",Programmatic flat layout split optimization.,2.0,1.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Rising remittance inflows supported household spending, pushing the current account into surplus.",Programmatic flat layout split optimization.,0.0,0.0,0.0,2.0,0.0,1.0
Synthetic_Engine_Fast,"Wage subsidies preserved employment levels, but they increased long-term fiscal obligations.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,2.0,0.0
Synthetic_Engine_Fast,"Energy subsidies lowered production costs, but they distorted market signals and drained budget.",Programmatic flat layout split optimization.,0.0,1.0,0.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"The central bank's decision to cut interest rates boosted business confidence, but rising import costs are widening the trade deficit.",Programmatic flat layout split optimization.,1.0,0.0,0.0,0.0,0.0,2.0
Synthetic_Engine_Fast,"Consumer spending surged last quarter due to tax rebates, yet persistent drought conditions severely reduced agricultural output.",Programmatic flat layout split optimization.,0.0,0.0,2.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"Strong job growth in the service sector improved household incomes, while the government's increased borrowing pushed up long-term bond yields.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,2.0,0.0
Synthetic_Engine_Fast,"Export volumes reached a record high as global demand strengthened, but accelerating wage growth is driving up production costs for manufacturers.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"The fiscal stimulus package successfully funded infrastructure projects, but the resulting higher public debt raised concerns among international investors.",Programmatic flat layout split optimization.,2.0,0.0,0.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Inflation moderated to within the target range, improving consumer purchasing power, although corporate investment stalled due to uncertainty about future trade policies.",Programmatic flat layout split optimization.,0.0,1.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Lower corporate tax rates incentivized capital spending, yet the appreciating currency reduced competitiveness of domestically produced goods abroad.",Programmatic flat layout split optimization.,0.0,0.0,0.0,0.0,1.0,2.0
Synthetic_Engine_Fast,"The unemployment rate fell to a three-year low as new startups hired aggressively, but the housing market slowdown dragged down overall economic growth.",Programmatic flat layout split optimization.,0.0,0.0,2.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"Improved access to credit for small businesses spurred innovation, while rising energy prices eroded profit margins across the industrial sector.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Surging foreign direct investment boosted technology transfers, but stricter environmental regulations increased compliance costs for heavy industry.",Programmatic flat layout split optimization.,0.0,0.0,0.0,0.0,2.0,1.0
Synthetic_Engine_Fast,"Strong retail sales data signaled robust domestic demand, yet a sharp decline in stock market wealth hurt consumer confidence and spending plans.",Programmatic flat layout split optimization.,2.0,0.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The government's new export promotion scheme expanded market access, but a prolonged drought threatened to increase food price volatility.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Real GDP growth accelerated due to higher public infrastructure spending, while tight labor market conditions pushed wages up faster than productivity gains.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"Lower reserve requirements freed up bank liquidity for lending, but a sudden spike in global commodity prices raised inflation expectations.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Strong tourism revenues improved the current account balance, yet rising interest rates suppressed domestic housing construction activity.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,The latest interest rate cut has boosted lending activity but raised concerns about future inflation pressures.,Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,Strong export growth is supporting the trade balance while domestic demand remains sluggish due to high household debt.,Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Government infrastructure spending is creating jobs, yet the widening fiscal deficit threatens long-term debt sustainability.",Programmatic flat layout split optimization.,0.0,0.0,0.0,2.0,1.0,0.0
Synthetic_Engine_Fast,"Consumer confidence is rising on the back of lower unemployment, but core inflation continues to erode purchasing power.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The central bank’s quantitative easing program has stabilized bond markets, but it has also increased moral hazard in the banking sector.",Programmatic flat layout split optimization.,1.0,0.0,0.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"A bumper harvest has reduced food prices and improved rural incomes, yet industrial output is contracting due to weak global demand.",Programmatic flat layout split optimization.,0.0,1.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Wage growth in the service sector is lifting household incomes, while manufacturing layoffs signal a deepening labor market divergence.",Programmatic flat layout split optimization.,0.0,0.0,2.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The recent trade agreement has opened new markets for exporters, but tariff reductions are straining customs revenue.",Programmatic flat layout split optimization.,0.0,0.0,0.0,0.0,2.0,1.0
Synthetic_Engine_Fast,"Corporate tax reforms are encouraging investment, but the resulting dip in government revenue may force spending cuts.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Easing credit conditions are supporting small business expansion, even as rising mortgage delinquencies threaten financial stability.",Programmatic flat layout split optimization.,1.0,0.0,0.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"Agricultural subsidies are boosting farm output, yet they are diverting resources from more productive sectors.",Programmatic flat layout split optimization.,0.0,0.0,1.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"Falling energy prices are lowering production costs across industries, but deflation fears are delaying consumer spending.",Programmatic flat layout split optimization.,0.0,1.0,0.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"A surge in foreign direct investment is modernizing technological infrastructure, though it is also widening the current account surplus.",Programmatic flat layout split optimization.,2.0,0.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Higher minimum wages are reducing income inequality, but they are also increasing operational costs for small retailers.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The central bank's aggressive rate cut boosted liquidity in financial markets, yet it fueled fears of future inflationary pressures.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"While consumer spending remains robust supporting economic growth, the persistent budget deficit raises concerns over fiscal sustainability.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,2.0,0.0
Synthetic_Engine_Fast,"Export demand surged boosting the external sector, however rising import costs are feeding into domestic inflation.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"GDP growth accelerated this quarter driven by strong industrial output, yet unemployment stubbornly remains high.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"Tax revenues exceeded expectations giving fiscal space, but the central bank's tightening cycle is choking credit growth.",Programmatic flat layout split optimization.,2.0,0.0,0.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Inflation moderated sharply due to falling energy prices, yet the housing market slump continues to drag on overall activity.",Programmatic flat layout split optimization.,0.0,1.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"The labor force participation rate hit a new high, but the current account deficit widened unexpectedly.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,0.0,2.0
Synthetic_Engine_Fast,"Low interest rates spurred business borrowing, yet the economy contracted slightly in the last quarter.",Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"A record harvest boosted agricultural exports, but the strong dollar depressed manufacturing output.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Government stimulus checks lifted consumer spending, but inflation expectations surged as a result.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,1.0,0.0
Synthetic_Engine_Fast,"Job openings surged across sectors, but the central bank's tightening cycle threatens to slow hiring.",Programmatic flat layout split optimization.,2.0,0.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"Inflation expectations remain well-anchored, but the government's borrowing costs are rising sharply.",Programmatic flat layout split optimization.,0.0,1.0,0.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"Industrial production rose robustly, but exports fell due to weak foreign demand.",Programmatic flat layout split optimization.,0.0,0.0,1.0,0.0,0.0,2.0
Synthetic_Engine_Fast,"The current account surplus improved dramatically, yet the fiscal deficit continues to widen.",Programmatic flat layout split optimization.,0.0,0.0,0.0,0.0,2.0,1.0
Synthetic_Engine_Fast,"Despite the central bank's aggressive rate hikes cooling credit growth, the stubbornly high core inflation continues to erode household purchasing power.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Low unemployment and rising wages supported consumer spending, while supply chain bottlenecks kept producer prices elevated, squeezing margins.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The manufacturing PMI climbed into expansion territory, but retail sales data showed a sharp decline as higher interest rates choked off demand.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"Foreign direct investment inflows improved the capital account, yet the overvalued currency hurt export competitiveness and weakened industrial output.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"The central bank's forward guidance on stable policy rates provided certainty to markets, although persistent food price volatility kept headline inflation above target.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Housing starts rebounded sharply in response to lower mortgage rates, while consumer confidence sagged due to rising layoffs in the tech sector.",Programmatic flat layout split optimization.,0.0,0.0,1.0,2.0,0.0,0.0
Synthetic_Engine_Fast,"The current account surplus narrowed less than expected, reflecting resilient services exports, but import compression from weak domestic demand signaled a looming recession.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Jobless claims fell to a historic low, fueling wage growth, yet the service sector's input costs spiked, forcing firms to pass through price increases.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"Monetary easing via reserve requirement cuts injected liquidity into the banking system, but the real estate sector's overhang of unsold homes posed a risk to financial stability.",Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Agricultural output grew robustly due to favorable monsoons, but the rise in fertilizer subsidies strained the fiscal budget and diverted funds from education.",Programmatic flat layout split optimization.,0.0,0.0,1.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"Wage indexation protected real incomes in the formal sector, yet informal workers bore the brunt of rising living costs, widening inequality.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The central bank's accommodative stance boosted lending activity, but it also stoked fears of persistent inflation.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Manufacturing output expanded for the third consecutive month, even as producer prices accelerated sharply.",Programmatic flat layout split optimization.,0.0,2.0,1.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Consumer spending remained strong amid higher disposable incomes, but import dependency grew, pressuring the current account.",Programmatic flat layout split optimization.,0.0,0.0,0.0,1.0,0.0,2.0
Synthetic_Engine_Fast,"Housing starts reached a new high, thanks to low mortgage rates, but home price inflation continued to outpace income growth.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Business capital expenditure rebounded on favorable financing conditions, while inventory levels swelled, signaling potential overstock.",Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"The current account surplus improved with rising commodity exports, yet real wage growth lagged behind productivity gains.",Programmatic flat layout split optimization.,0.0,0.0,0.0,2.0,0.0,1.0
Synthetic_Engine_Fast,"Unemployment fell to a record low, but core inflation remained stubbornly above the central bank's target.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The weaker currency improved export competitiveness, but it also raised the cost of imported intermediate goods.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"The recent interest rate hike by the central bank has strengthened the currency and supported capital inflows, yet it has simultaneously increased borrowing costs for businesses and dampened investment.",Programmatic flat layout split optimization.,1.0,0.0,0.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"While consumer spending remains robust due to strong employment gains, the persistent rise in energy prices is eroding household purchasing power.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The government’s new infrastructure package is expected to boost long-term productivity, but the short-term increase in public debt raises concerns about fiscal sustainability.",Programmatic flat layout split optimization.,0.0,0.0,1.0,0.0,2.0,0.0
Synthetic_Engine_Fast,"Export volumes have surged on the back of a weaker exchange rate, but the accompanying rise in import costs is widening the trade deficit.",Programmatic flat layout split optimization.,0.0,2.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"Low unemployment and rising wages are fueling domestic demand, yet the labor market tightness is creating upward pressure on unit labor costs.",Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The central bank’s decision to maintain accommodative monetary policy has supported credit growth, although it risks fueling asset price bubbles.",Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Strong corporate earnings have driven stock market gains and improved business sentiment, but the higher cost of raw materials is squeezing profit margins.",Programmatic flat layout split optimization.,0.0,2.0,1.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"The recent tax cuts have stimulated consumer spending and business investment, yet they have also led to a significant increase in the fiscal deficit.",Programmatic flat layout split optimization.,0.0,0.0,0.0,2.0,1.0,0.0
Synthetic_Engine_Fast,"A surge in foreign direct investment is financing the current account deficit, but the reliance on volatile capital flows increases external vulnerability.",Programmatic flat layout split optimization.,2.0,0.0,0.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"The agricultural sector is benefiting from favorable weather conditions and higher crop yields, but food price inflation is hurting low-income households.",Programmatic flat layout split optimization.,0.0,2.0,1.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"Record low mortgage rates have boosted housing construction and home sales, though they have also contributed to soaring property prices.",Programmatic flat layout split optimization.,1.0,2.0,0.0,0.0,0.0,0.0
Synthetic_Engine_Fast,"The labor force participation rate has risen sharply, expanding the potential output, yet wage growth remains sluggish, constraining aggregate demand.",Programmatic flat layout split optimization.,0.0,0.0,2.0,1.0,0.0,0.0
Synthetic_Engine_Fast,"The government’s fiscal stimulus package has successfully supported aggregate demand during the downturn, but it has also pushed public debt beyond 100% of GDP.",Programmatic flat layout split optimization.,0.0,0.0,0.0,0.0,1.0,2.0
Synthetic_Engine_Fast,"Improving terms of trade have increased national income, yet the appreciation of the domestic currency is hurting export competitiveness.",Programmatic flat layout split optimization.,0.0,0.0,2.0,0.0,0.0,1.0
Synthetic_Engine_Fast,"The banking sector is well-capitalized and lending is expanding, but the rapid growth in household credit poses risks to financial stability.",Programmatic flat layout split optimization.,1.0,0.0,0.0,2.0,0.0,0.0
Synthetic_Engine_Fast,Rising interest rates have helped curb speculative lending but have also increased the cost of borrowing for small businesses.,Programmatic flat layout split optimization.,1.0,0.0,2.0,0.0,0.0,0.0
Synthetic_Engine_Fast,Consumer spending on durable goods remains strong despite persistent price increases for household essentials.,Programmatic flat layout split optimization.,0.0,2.0,0.0,1.0,0.0,0.0
Synthetic_Engine_Fast,The central bank's liquidity injection stabilized bond markets while fueling concerns about future asset bubbles.,Programmatic flat layout split optimization.,1.0,0.0,0.0,0.0,2.0,0.0
